id,level_id,total_time,donuts,candy,level,progress,id Quizo,nbr Items,badge المثابرة,التركيز,النجاح,التميز,الإرتقاء,total_Time_Education,nb_mistakes,correct Question,correct_Q_Math,correct_Q_Science,correct_Q_Ar,correct_Q_Fr,Q_Best_Time,best_time_math,best_time_science,best_time_ar,best_time_fr,Q_Worst_Time,worst_time_math,worst_time_science,worst_time_ar,worst_time_fr,Q_Avg_Time,Avg_Time_math,Avg_Time__science,Avg_Time_ar,Avg_Time_fr
7925,8,3:46:41,1,2225,1,0,4035,5,9,7,3,7,2,12264,36,24,12,12,0,0,1,0,1,0,0,0,0,0,0,0,23,12,11,0,0
7929,7,2:19:28,123,2170,3,0.466666847,4038,6,6,7,3,7,2,17479,113,26,8,18,0,0,4,3,1,0,0,2,0,2,0,0,20,5,15,0,0
7937,8,0:02:32,5,350,1,0,NULL,0,0,2,0,4,,203,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7941,5,0:12:28,11,350,1,0,NULL,0,1,3,0,2,,1428,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
7949,5,0:02:09,4,350,1,0,NULL,0,0,0,0,1,,525,2,4,0,4,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0
7965,8,0:39:57,30,350,1,0,NULL,0,4,5,1,7,,4438,15,8,0,8,0,0,0,0,0,0,0,2,0,2,0,0,6,0,6,0,0
7968,8,0:02:20,5,350,1,0,NULL,0,0,1,0,1,,462,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7970,8,0:04:42,7,350,1,0,NULL,0,1,3,0,4,,1106,4,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
7972,4,0:43:37,33,350,1,0,4062,1,3,6,2,3,,13447,110,15,4,11,0,0,0,0,0,0,0,0,0,0,0,0,15,4,11,0,0
7974,8,1:05:08,41,350,1,0,NULL,0,4,7,1,4,,6566,24,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,0
7979,5,1:35:51,40,350,1,0,NULL,0,5,7,2,7,,21434,62,24,6,18,0,0,0,0,0,0,0,0,0,0,0,0,24,6,18,0,0
7982,6,0:10:31,9,350,1,0,NULL,0,1,3,0,6,,1106,1,4,0,4,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0
7988,7,0:04:13,3,350,1,0,NULL,0,1,3,0,0,,1610,12,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7999,7,0:37:17,23,350,1,0.4642857909,4077,1,3,3,0,6,,5166,53,5,1,4,0,0,0,0,0,0,0,2,1,1,0,0,3,0,3,0,0
8001,8,0:47:48,21,395,1,0,4078,1,3,7,1,7,,2856,16,9,0,9,0,0,2,0,2,0,0,1,0,1,0,0,6,0,6,0,0
8003,4,1:58:38,96,600,2,0.9249996543,4079,1,6,6,4,7,1,8813,146,12,4,8,0,0,0,0,0,0,0,2,0,2,0,0,10,4,6,0,0
8011,3,0:12:02,7,350,1,0,NULL,0,1,3,0,0,,4270,17,4,2,2,0,0,0,0,0,0,0,1,0,1,0,0,3,2,1,0,0
8013,8,0:21:35,29,550,1,0.5714286,4084,1,3,4,1,6,,245,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8020,8,7:17:55,170,2400,4,0.2674419,4088,5,10,7,5,7,3,36218,792,48,22,26,0,0,8,2,6,0,0,2,2,0,0,0,38,18,20,0,0
8024,5,0:16:22,12,350,1,0,NULL,0,1,4,1,3,,3066,29,6,3,3,0,0,0,0,0,0,0,1,1,0,0,0,5,2,3,0,0
8028,4,0:08:11,6,350,1,0,NULL,0,1,2,0,2,,2793,0,4,0,4,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0
8032,4,0:28:59,36,350,1,0,NULL,0,3,5,4,5,,3927,6,5,5,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,0,0,0
8034,8,0:46:08,18,350,1,0,NULL,0,3,7,0,7,,3017,8,5,2,3,0,0,1,1,0,0,0,0,0,0,0,0,4,1,3,0,0
8036,8,0:02:10,5,350,1,0,4096,1,0,2,0,2,,273,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8056,8,0:44:12,66,1473,2,0.325000048,4107,1,3,4,2,4,1,4550,14,16,2,14,0,0,5,0,5,0,0,0,0,0,0,0,11,2,9,0,0
8058,6,0:27:47,12,350,1,0,NULL,0,3,7,1,1,,11095,10,7,7,0,0,0,0,0,0,0,0,2,2,0,0,0,5,5,0,0,0
8062,7,1:06:06,37,825,1,0.74999994,4111,2,2,3,0,4,,5159,137,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0
8079,3,0:13:04,15,350,1,0,NULL,0,1,3,1,2,,3374,11,7,7,0,0,0,0,0,0,0,0,1,1,0,0,0,6,6,0,0,0
8090,4,2:27:25,94,3206,2,0.8749997,4126,9,7,7,2,7,1,7714,12,7,7,0,0,0,1,1,0,0,0,0,0,0,0,0,6,6,0,0,0
8092,8,0:08:06,12,350,1,0,NULL,0,2,5,0,2,,2674,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0
8096,8,0:03:20,6,350,1,0,NULL,0,0,1,0,2,,1302,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8107,8,2:17:51,125,2056,3,0.4500001669,4135,5,7,7,2,7,2,11739,65,27,17,10,0,0,3,1,2,0,0,2,0,2,0,0,22,16,6,0,0
8109,6,0:01:54,6,350,1,0,NULL,0,0,1,0,2,,546,1,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0
8111,7,0:07:56,2,350,1,0,4137,1,0,0,0,0,,3066,12,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
8112,4,0:05:49,3,350,1,0,NULL,0,0,2,0,0,,1652,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
8114,6,0:30:30,22,350,1,0,NULL,0,3,4,0,2,,9261,17,8,8,0,0,0,0,0,0,0,0,1,1,0,0,0,7,7,0,0,0
8116,8,0:22:19,16,350,1,0,NULL,0,3,7,0,5,,3423,5,4,0,4,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0
8118,6,0:14:53,12,350,1,0,NULL,0,1,4,1,7,,1498,0,4,4,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0
8122,8,2:54:12,41,350,1,0,4144,1,7,7,1,7,,10598,60,13,1,12,0,0,0,0,0,0,0,3,1,2,0,0,10,0,10,0,0
8125,8,0:45:14,38,350,1,0,NULL,0,3,4,2,6,,11858,98,30,2,13,0,0,3,0,3,0,0,0,0,0,0,0,27,2,10,0,0
8133,6,0:01:43,5,350,1,0,NULL,0,0,0,0,2,,616,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8137,8,0:07:53,7,350,1,0,NULL,0,3,7,0,3,,1428,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8143,3,0:02:57,5,350,1,0,NULL,0,0,2,0,2,,1008,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
8145,4,0:00:48,1,350,1,0,NULL,0,0,0,0,0,,42,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8148,8,0:11:18,11,350,1,0,NULL,0,1,4,0,3,,2317,14,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8149,3,0:08:05,5,350,1,0,NULL,0,0,2,0,2,,2555,0,3,0,3,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0
8159,8,0:28:22,36,1225,1,0.7142856717,4167,3,3,7,1,5,,2569,19,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0
8161,8,0:14:31,20,350,1,0,NULL,0,1,3,1,2,,3409,38,14,1,6,0,0,0,0,0,0,0,0,0,0,0,0,14,1,6,0,0
8166,8,0:03:21,5,350,1,0,NULL,0,0,1,0,1,,1120,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8168,8,0:00:50,5,350,1,0,NULL,0,0,1,0,4,,266,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8185,8,0:23:33,36,919,1,0.7142856717,NULL,0,2,4,0,4,,2569,10,7,1,6,0,0,1,0,1,0,0,0,0,0,0,0,6,1,5,0,0
8189,3,0:24:54,29,350,1,0,NULL,0,2,6,3,5,,6433,18,15,0,15,0,0,3,0,3,0,0,1,0,1,0,0,11,0,11,0,0
8193,8,0:48:44,70,2512,2,0.400000066,4193,7,3,7,3,7,1,5103,10,18,2,16,0,0,14,0,14,0,0,0,0,0,0,0,4,2,2,0,0
8195,5,0:05:06,4,350,1,0,NULL,0,0,2,0,1,,1904,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8196,4,0:21:54,48,2162,1,0.964285553,4195,6,2,4,1,7,,4907,1,10,10,0,0,0,6,6,0,0,0,0,0,0,0,0,4,4,0,0,0
8200,5,0:06:52,6,350,1,0,NULL,0,1,2,0,2,,245,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8210,7,1:09:13,39,1444,1,0.7857142,4203,4,2,4,2,7,,4774,7,4,4,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0
8213,8,1:10:18,45,2339,1,0.8928570151,4205,3,4,7,1,7,,1365,20,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
8215,7,0:00:52,3,350,1,0,NULL,0,0,2,0,1,,224,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8221,8,0:31:36,25,1000,1,0.50000006,4209,2,3,4,0,4,,413,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
8223,4,0:25:42,6,350,1,0,NULL,0,1,4,0,2,,6335,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0
8225,5,0:41:15,37,2646,1,0.6785714,4211,3,3,7,2,7,,812,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
8238,8,0:43:18,66,1849,2,0.175000012,4218,3,3,6,2,7,1,4172,19,18,2,16,0,0,7,0,7,0,0,1,0,1,0,0,10,2,8,0,0
8242,8,1:12:47,54,1185,2,0.02500000037,4220,3,4,6,1,6,1,12404,20,8,2,6,0,0,2,0,2,0,0,1,0,1,0,0,5,2,3,0,0
8244,5,0:03:53,9,350,1,0,NULL,0,1,3,0,1,,1218,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
8247,5,0:45:16,73,1075,2,0.4500000775,4223,3,3,5,3,7,1,11172,90,26,2,24,0,0,0,0,0,0,0,1,0,1,0,0,25,2,23,0,0
8249,7,0:24:22,14,350,1,0,4224,1,2,3,2,4,,2849,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
8251,5,0:05:13,9,350,1,0,NULL,0,0,2,0,2,,1736,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
8266,3,0:00:41,1,350,1,0,NULL,0,0,0,0,0,,224,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8268,5,0:12:02,12,350,1,0,NULL,0,1,3,1,7,,1148,12,14,0,7,0,0,3,0,3,0,0,0,0,0,0,0,11,0,4,0,0
8272,8,0:31:46,21,350,1,0,NULL,0,3,7,1,4,,3409,12,9,0,9,0,0,1,0,1,0,0,2,0,2,0,0,6,0,6,0,0
8277,3,0:03:56,15,350,1,0,NULL,0,0,2,1,7,,1022,4,7,7,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,0,0,0
8284,8,0:59:39,42,350,1,0,NULL,0,4,7,2,7,,5523,6,19,2,17,0,0,3,1,2,0,0,2,0,2,0,0,14,1,13,0,0
8296,5,1:18:13,89,1745,2,0.7749997973,4251,1,4,7,5,7,1,2982,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
8300,8,0:03:50,11,350,1,0,NULL,0,0,1,0,2,,1246,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
8301,8,1:12:45,30,350,1,0,NULL,0,4,7,2,7,,4781,17,11,1,10,0,0,1,0,1,0,0,0,0,0,0,0,10,1,9,0,0
8303,8,0:29:34,25,350,1,0,NULL,0,3,5,1,4,,3220,6,7,2,5,0,0,1,0,1,0,0,0,0,0,0,0,6,2,4,0,0
8307,4,0:20:17,14,350,1,0,NULL,0,2,6,1,4,,6678,12,8,0,8,0,0,3,0,3,0,0,2,0,2,0,0,3,0,3,0,0
8320,8,0:07:23,14,350,1,0,4264,1,1,4,1,7,,1407,4,6,0,6,0,0,2,0,2,0,0,0,0,0,0,0,4,0,4,0,0
8326,8,1:17:40,55,350,2,0.1000000015,4267,1,5,7,3,5,1,5271,12,11,0,11,0,0,0,0,0,0,0,2,0,2,0,0,9,0,9,0,0
8328,6,0:06:38,9,350,1,0,NULL,0,1,3,0,2,,2373,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
8330,6,0:36:15,9,350,1,0,NULL,0,3,7,0,4,,4109,1,4,4,0,0,0,1,1,0,0,0,2,2,0,0,0,1,1,0,0,0
8336,3,0:15:06,15,350,1,0,NULL,0,1,4,1,5,,5600,2,7,7,0,0,0,0,0,0,0,0,2,2,0,0,0,5,5,0,0,0
8340,8,0:15:35,12,350,1,0,NULL,0,3,7,0,3,,1085,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
8342,3,11:08:40,363,2370,7,0.0151515156,4275,6,4,2,1,5,6,67928,176,133,83,50,0,0,20,15,5,0,0,7,6,1,0,0,106,62,44,0,0
8343,8,11:47:13,199,2599,4,0.9767445326,4276,7,10,7,4,7,3,71470,498,51,48,3,0,0,5,5,0,0,0,10,10,0,0,0,36,33,3,0,0
8354,8,0:15:22,14,350,1,0,NULL,0,2,4,1,4,,1953,2,6,0,6,0,0,1,0,1,0,0,0,0,0,0,0,5,0,5,0,0
8368,8,0:45:22,50,1600,1,0.964285553,4289,4,3,7,2,7,,2695,8,10,2,8,0,0,2,0,2,0,0,0,0,0,0,0,8,2,6,0,0
8379,8,0:06:38,9,1000,1,0.178571433,4296,1,0,2,0,6,,322,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8381,5,0:16:25,28,446,1,0.4285715,4298,2,0,2,0,7,,4788,140,8,3,5,0,0,0,0,0,0,0,1,0,1,0,0,7,3,4,0,0
8383,6,0:30:08,14,350,1,0,NULL,0,3,5,0,7,,10731,18,7,7,0,0,0,0,0,0,0,0,1,1,0,0,0,6,6,0,0,0
8392,8,0:16:08,20,600,1,0.3928571939,4306,1,1,3,0,2,,889,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
8393,3,0:08:11,16,256,1,0,4307,1,1,2,1,2,,2128,4,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0
8395,4,0:42:45,54,1175,2,0.07500000298,4308,3,3,7,3,7,1,7728,34,14,14,0,0,0,5,5,0,0,0,0,0,0,0,0,9,9,0,0,0
8397,6,0:09:14,5,350,1,0,NULL,0,1,3,0,1,,3570,4,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8405,3,0:04:50,25,350,1,0.5000000596,NULL,0,0,2,1,7,,735,3,6,6,0,0,0,4,4,0,0,0,0,0,0,0,0,2,2,0,0,0
8410,8,0:16:17,56,1523,2,0.125,4317,1,1,4,3,7,1,1820,0,16,0,16,0,0,12,0,12,0,0,0,0,0,0,0,4,0,4,0,0
8411,4,0:23:25,38,774,1,0.50000006,4318,2,2,3,1,5,,3017,10,10,2,8,0,0,4,0,4,0,0,0,0,0,0,0,6,2,4,0,0
8413,8,0:26:16,29,-350,1,0,4319,1,2,6,2,7,,2345,51,11,0,11,0,0,3,0,3,0,0,0,0,0,0,0,8,0,8,0,0
8419,5,1:12:12,65,350,2,0.300000042,4322,1,0,2,0,1,,1687,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
8421,4,0:49:57,17,350,1,0,NULL,0,3,6,1,6,,6104,5,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0
8423,8,0:05:06,7,350,1,0,NULL,0,0,2,0,4,,1708,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
8425,3,0:12:01,17,350,1,0,NULL,0,1,3,1,6,,3654,36,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0
8427,8,1:13:31,56,375,1,0,NULL,0,0,1,0,0,,5600,20,21,3,18,0,0,8,0,8,0,0,0,0,0,0,0,13,3,10,0,0
8429,3,0:04:47,7,350,1,0,NULL,0,1,2,0,2,,1064,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
8432,3,1:23:43,62,350,1,0,NULL,0,4,7,4,7,,12103,53,18,7,11,0,0,0,0,0,0,0,5,3,2,0,0,13,4,9,0,0
8443,3,0:00:54,1,350,1,0,NULL,0,0,0,0,0,,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8445,8,0:06:02,7,350,1,0,NULL,0,0,2,0,4,,2002,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
8448,8,0:40:21,48,1572,1,0.9642855525,4339,2,3,4,0,7,,1092,9,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0
8452,8,4:05:34,116,2121,3,0.1333333403,4342,6,9,7,2,7,2,18648,53,26,20,6,0,0,3,2,1,0,0,1,1,0,0,0,22,17,5,0,0
8454,6,0:42:48,37,350,1,0,NULL,0,0,1,0,2,,7770,99,14,3,11,0,0,1,1,0,0,0,1,0,1,0,0,12,2,10,0,0
8458,3,0:20:37,45,2311,1,0.892857,4345,2,2,5,2,7,,5005,6,12,7,5,0,0,5,5,0,0,0,1,0,1,0,0,6,2,4,0,0
8460,8,1:24:40,55,350,1,0,NULL,0,4,7,1,5,,12782,46,22,1,21,0,0,0,0,0,0,0,4,0,4,0,0,18,1,17,0,0
8468,3,0:02:34,2,350,1,0,NULL,0,0,1,0,1,,896,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
8471,6,0:08:16,9,350,1,0,NULL,0,0,2,0,2,,490,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8476,3,0:51:28,49,350,1,0.607142866,4355,1,3,5,1,7,,15253,30,17,7,10,0,0,0,0,0,0,0,6,0,6,0,0,11,7,4,0,0
8481,6,0:09:37,9,350,1,0,NULL,0,0,2,0,4,,1911,65,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
8485,5,0:25:18,26,350,1,0,NULL,0,2,6,3,7,,8190,20,18,0,18,0,0,2,0,2,0,0,2,0,2,0,0,14,0,14,0,0
8487,7,0:05:06,3,350,1,0,NULL,0,0,2,0,0,,511,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8491,3,0:07:13,14,350,1,0,NULL,0,0,0,0,6,,945,0,6,6,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,0,0,0
8493,4,0:18:18,7,350,1,0.1428571492,4365,1,1,4,0,3,,4459,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
8502,8,0:36:45,13,350,1,0.25,4370,1,3,7,0,4,,1253,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
8511,8,0:27:29,21,350,1,0,NULL,0,3,5,1,5,,1288,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
8513,7,0:02:46,2,350,1,0,NULL,0,0,2,0,1,,924,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8517,6,0:29:36,21,925,1,0.4285715,4378,2,2,5,0,4,,1491,0,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0
8519,5,0:44:00,64,1299,2,0.2750000358,4379,4,3,6,4,7,1,11102,51,23,0,23,0,0,6,0,6,0,0,2,0,2,0,0,15,0,15,0,0
8521,3,0:17:37,15,350,1,0,NULL,0,3,3,1,3,,245,10,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8529,6,0:06:19,11,350,1,0,NULL,0,0,2,0,2,,2261,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
8533,6,0:30:43,53,350,2,0.05000000075,4388,1,1,3,0,3,,5761,14,9,5,4,0,0,0,0,0,0,0,1,1,0,0,0,8,4,4,0,0
8537,8,0:32:51,33,1188,1,0.642857134,4391,3,3,5,1,7,,4305,4,12,3,9,0,0,0,0,0,0,0,0,0,0,0,0,12,3,9,0,0
8541,4,0:13:07,10,350,1,0,NULL,0,1,4,1,2,,2632,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0
8545,7,0:21:37,12,1176,1,0.178571433,4395,3,3,7,0,0,,2345,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
8547,5,0:34:32,69,350,2,0.175000012,4396,1,3,7,4,6,1,7546,61,22,2,20,0,0,2,0,2,0,0,0,0,0,0,0,20,2,18,0,0
8549,8,1:30:23,87,2324,2,0.7499998212,4397,6,5,7,3,7,1,13825,283,23,10,13,0,0,6,3,3,0,0,3,1,2,0,0,14,6,8,0,0
8551,6,0:03:47,5,350,1,0,NULL,0,0,2,0,0,,1491,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8553,3,1:10:08,71,2450,2,0.25000003,4399,4,4,7,2,7,1,21315,123,19,7,12,0,0,1,1,0,0,0,7,2,5,0,0,11,4,7,0,0
8558,8,0:26:16,14,350,1,0,NULL,0,3,7,1,7,,4795,32,7,7,0,0,0,0,0,0,0,0,1,1,0,0,0,6,6,0,0,0
8559,8,0:04:05,6,350,1,0,NULL,0,0,2,0,2,,1610,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8570,8,0:13:49,9,923,1,0.178571433,4408,2,0,2,0,3,,518,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8576,8,0:09:45,0,891,1,0,4411,2,2,3,1,7,,203,0,6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0
8579,4,0:02:44,4,350,1,0.0714285746,4413,1,0,0,0,0,,350,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
8581,3,0:05:07,15,350,1,0,NULL,0,0,2,1,5,,1113,4,7,7,0,0,0,3,3,0,0,0,0,0,0,0,0,4,4,0,0,0
8583,7,0:28:51,29,1600,1,0.571428597,4415,3,1,3,1,7,,1414,2,7,2,5,0,0,4,2,2,0,0,0,0,0,0,0,3,0,3,0,0
8589,4,0:32:47,43,675,1,0.8571427464,4418,1,1,3,0,3,,6111,29,9,9,0,0,0,2,2,0,0,0,1,1,0,0,0,6,6,0,0,0
8591,6,0:03:31,1,350,1,0,4419,1,0,0,0,0,,623,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8594,6,0:38:16,15,350,1,0,NULL,0,3,7,0,2,,11767,33,4,4,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0
8597,8,0:04:51,7,350,1,0,NULL,0,0,0,0,0,,658,18,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
8607,7,0:04:47,1,350,1,0,NULL,0,0,2,0,0,,1582,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8609,8,0:37:27,30,350,1,0,NULL,0,3,7,1,5,,4718,9,14,0,14,0,0,0,0,0,0,0,1,0,1,0,0,13,0,13,0,0
8617,8,0:02:53,8,350,1,0,NULL,0,0,1,0,3,,574,0,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0
8619,6,0:02:27,5,350,1,0,NULL,0,0,2,0,1,,847,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8625,3,0:23:36,15,350,1,0,NULL,0,2,5,1,5,,8015,7,7,7,0,0,0,0,0,0,0,0,4,4,0,0,0,3,3,0,0,0
8629,8,0:34:33,20,1261,1,0.3928572,4441,3,3,7,0,2,,2849,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
8631,5,4:31:19,213,2925,5,0.2685184479,4443,8,9,7,7,7,4,36078,576,84,28,56,0,0,11,5,6,0,0,3,1,2,0,0,70,22,48,0,0
8634,6,0:06:20,5,350,1,0,NULL,0,1,4,0,4,,2513,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8635,3,0:14:18,14,350,1,0,NULL,0,1,4,1,5,,2709,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0
8639,5,0:01:57,4,350,1,0,NULL,0,0,2,0,2,,721,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8643,6,0:40:55,38,350,1,0,4450,1,3,6,3,7,,4501,14,6,6,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,0,0,0
8657,7,0:12:52,7,350,1,0,NULL,0,1,3,0,2,,2457,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
8659,8,0:10:08,10,350,1,0,NULL,0,1,2,0,2,,2527,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
8661,6,0:15:14,18,350,1,0,NULL,0,3,7,0,3,,5768,9,6,6,0,0,0,0,0,0,0,0,1,1,0,0,0,5,5,0,0,0
8663,8,0:58:30,57,925,1,0.9999998212,4461,2,4,5,1,5,,2905,22,6,1,5,0,0,1,0,1,0,0,0,0,0,0,0,5,1,4,0,0
8669,6,0:05:45,9,350,1,0,NULL,0,0,2,0,2,,1736,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
8675,3,0:04:41,15,350,1,0,NULL,0,0,1,1,7,,1323,0,7,7,0,0,0,1,1,0,0,0,0,0,0,0,0,6,6,0,0,0
8677,5,0:22:00,28,350,1,0,NULL,0,2,5,3,5,,7595,35,16,3,13,0,0,0,0,0,0,0,0,0,0,0,0,16,3,13,0,0
8679,8,0:19:44,26,850,1,0.4285714924,4470,1,1,2,0,2,,1323,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0
8684,3,0:01:40,2,350,1,0,NULL,0,0,0,0,0,,434,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
8688,6,0:25:12,26,350,1,0,NULL,0,2,6,2,2,,7007,21,12,4,8,0,0,0,0,0,0,0,3,0,3,0,0,9,4,5,0,0
8692,3,0:02:38,1,350,1,0,NULL,0,0,0,0,0,,910,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8694,6,1:41:00,109,1075,3,0.0500000045,4478,3,5,7,2,7,2,14728,89,32,15,17,0,0,8,6,2,0,0,3,1,2,0,0,21,8,13,0,0
8703,8,4:18:08,186,2048,4,0.674418807,4483,5,7,7,4,7,3,36113,276,84,58,26,0,0,24,21,3,0,0,3,0,3,0,0,57,37,20,0,0
