id,level_id,total_time,donuts,candy,level,progress,id Quizo,nbr Items,badge المثابرة,التركيز,النجاح,التميز,الإرتقاء,total_Time_Education,nb_mistakes,correct Question,correct_Q_Math,correct_Q_Science,correct_Q_Ar,correct_Q_Fr,Q_Best_Time,best_time_math,best_time_science,best_time_ar,best_time_fr,Q_Worst_Time,worst_time_math,worst_time_science,worst_time_ar,worst_time_fr,Q_Avg_Time,Avg_Time_math,Avg_Time__science,Avg_Time_ar,Avg_Time_fr
1661,4,0:00:20,1,350,1,0,NULL,0,0,0,0,0,,21,NULL,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1677,3,0:06:07,20,350,1,0,NULL,0,0,0,0,0,,1764,NULL,10,0,10,0,0,5,0,5,0,0,0,0,0,0,0,5,0,5,0,0
1681,3,0:05:14,10,350,1,0,NULL,0,0,0,0,0,,1757,NULL,10,0,10,0,0,5,0,5,0,0,0,0,0,0,0,5,0,5,0,0
1683,3,0:01:42,2,350,1,0,NULL,0,0,0,0,0,,119,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1700,3,0:50:19,46,350,1,0,NULL,0,0,0,0,0,,1708,NULL,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1706,3,0:08:56,16,350,1,0.321428597,NULL,0,0,0,0,0,,777,NULL,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0
1714,6,9:13:49,638,3500,7,0,430,9,10,7,5,7,6,61593,NULL,91,22,40,0,0,26,9,17,0,0,6,2,4,0,0,59,11,19,0,0
1729,4,0:01:24,1,350,1,0,NULL,0,0,0,0,0,,77,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1734,5,0:05:51,7,350,1,0,NULL,0,0,0,0,0,,3913,NULL,8,0,8,0,0,0,0,0,0,0,1,0,1,0,0,7,0,7,0,0
1738,5,0:05:01,10,350,1,0,NULL,0,0,0,0,0,,8757,NULL,17,0,17,0,0,4,0,4,0,0,5,0,5,0,0,8,0,8,0,0
1745,7,0:46:16,31,350,1,0,NULL,0,8,7,6,7,,27671,NULL,57,27,30,0,0,15,11,4,0,0,1,1,0,0,0,41,15,26,0,0
1750,5,0:05:42,3,350,1,0,NULL,0,0,0,0,0,,1904,NULL,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0
1751,8,0:26:38,25,350,1,0.4285714924,454,1,10,7,2,7,,11025,NULL,19,3,16,0,0,2,1,1,0,0,0,0,0,0,0,17,2,15,0,0
1766,5,0:23:45,15,350,1,0,NULL,0,0,0,0,0,,4179,NULL,8,0,8,0,0,0,0,0,0,0,1,0,1,0,0,7,0,7,0,0
1770,3,0:14:33,25,1500,1,0.2857143,465,3,3,4,1,7,,1239,NULL,7,2,5,0,0,3,1,2,0,0,0,0,0,0,0,4,1,3,0,0
1776,3,0:08:08,6,350,1,0.1071428657,469,1,0,2,0,1,,77,NULL,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1778,7,0:01:50,1,350,1,0,NULL,0,0,0,0,0,,644,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1784,3,0:10:57,15,350,1,0,NULL,0,0,0,0,0,,3836,NULL,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0
1791,3,0:02:04,2,350,1,0,NULL,0,0,1,0,1,,476,NULL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
1808,6,0:12:16,10,350,1,0,NULL,0,0,0,0,0,,1687,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1813,5,0:15:22,11,350,1,0,NULL,0,1,4,1,0,,2366,NULL,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1825,7,0:09:46,12,500,1,0.1428571492,512,1,2,6,1,7,,182,NULL,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1826,12,0:01:12,3,350,1,0,NULL,0,0,0,0,3,,280,NULL,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
1828,3,0:17:31,17,350,1,0,NULL,0,2,4,2,7,,3367,NULL,7,0,7,0,0,0,0,0,0,0,1,0,1,0,0,6,0,6,0,0
1830,7,0:04:11,2,350,1,0.0357142873,515,1,0,0,0,0,,35,NULL,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1844,6,0:18:18,18,350,1,0,NULL,0,2,5,3,7,,1197,NULL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1855,4,0:06:09,2,350,1,0,NULL,0,0,0,0,0,,770,NULL,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
1880,3,0:26:58,59,1350,2,0.150000006,NULL,0,3,5,2,7,1,3997,NULL,18,7,11,0,0,8,4,4,0,0,0,0,0,0,0,10,3,7,0,0
1923,3,0:38:22,82,1075,2,0.6499999,569,3,3,4,4,5,1,1190,NULL,7,7,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,0,0,0
1939,3,0:22:50,29,350,1,0,NULL,0,2,4,2,6,,4690,NULL,10,0,10,0,0,0,0,0,0,0,1,0,1,0,0,9,0,9,0,0
1948,7,0:01:45,1,350,1,0,NULL,0,0,2,0,4,,567,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1955,6,0:25:18,20,350,1,0,NULL,0,2,3,2,3,,567,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1961,8,0:07:59,13,350,1,0,NULL,0,0,2,0,2,,1519,NULL,4,1,3,0,0,2,0,2,0,0,0,0,0,0,0,2,1,1,0,0
1968,8,1:02:10,55,375,1,0,596,1,4,7,7,7,,5117,NULL,11,0,11,0,0,0,0,0,0,0,2,0,2,0,0,9,0,9,0,0
1975,3,0:10:41,23,350,1,0,NULL,0,1,2,2,3,,1176,NULL,6,0,6,0,0,4,0,4,0,0,0,0,0,0,0,2,0,2,0,0
1997,3,0:08:37,15,350,1,0,NULL,0,1,3,1,6,,2786,NULL,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0
2002,6,1:03:52,70,350,2,0.37500006,614,1,4,7,6,7,1,889,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2013,3,0:12:34,21,350,1,0,620,1,1,4,2,7,,3388,NULL,11,0,11,0,0,4,0,4,0,0,0,0,0,0,0,7,0,7,0,0
2028,5,0:22:42,25,350,1,0,NULL,0,2,5,3,4,,7364,NULL,17,0,17,0,0,0,0,0,0,0,1,0,1,0,0,16,0,16,0,0
2030,4,0:33:28,43,463,1,0.5357143,630,1,3,4,2,7,,3262,NULL,4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,2,2,0,0,0
2040,3,0:02:15,4,350,1,0,NULL,0,0,1,0,2,,203,NULL,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2044,3,0:41:25,41,350,1,0,NULL,0,3,7,5,6,,1897,NULL,8,0,8,0,0,2,0,2,0,0,0,0,0,0,0,6,0,6,0,0
2048,8,0:04:32,8,350,1,0,640,1,0,2,0,4,,777,NULL,4,0,4,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0
2059,3,11:33:47,346,2964,7,0.0151515156,645,8,10,7,7,7,6,80598,129,220,108,112,0,0,68,40,28,0,0,10,1,9,0,0,142,67,75,0,0
2074,7,0:29:26,16,350,1,0,NULL,0,3,6,2,4,,3353,NULL,4,2,2,0,0,1,1,0,0,0,1,0,1,0,0,2,1,1,0,0
2076,5,0:26:15,38,350,1,0,NULL,0,2,4,3,6,,4641,NULL,17,0,17,0,0,2,0,2,0,0,0,0,0,0,0,15,0,15,0,0
2088,4,1:14:04,67,1595,2,0.2750000358,662,4,4,6,1,6,1,17549,NULL,18,10,8,0,0,5,4,1,0,0,1,1,0,0,0,12,5,7,0,0
2089,5,0:31:40,31,350,1,0.0357142873,663,1,3,4,2,7,,8162,NULL,19,1,18,0,0,0,0,0,0,0,1,0,1,0,0,18,1,17,0,0
2092,12,731:44:43,2971,3417,1,0,665,3,10,7,7,7,5,1102843,16448,31968,108,58,1451,421,804,58,9,619,118,123,8,7,70,38,31041,42,42,762,265
2105,8,0:11:10,3,350,1,0,672,1,1,2,0,2,,238,NULL,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2106,3,1:18:11,93,2860,1,0.2142857164,673,5,4,7,7,7,,4872,NULL,23,7,16,0,0,11,3,8,0,0,0,0,0,0,0,12,4,8,0,0
2108,7,0:01:08,1,350,1,0,NULL,0,0,0,0,0,,189,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2112,7,0:07:10,7,350,1,0,NULL,0,0,2,1,4,,1085,NULL,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
2113,3,0:25:29,24,1200,1,0.07142857462,NULL,0,3,5,2,7,,1407,NULL,7,7,0,0,0,2,2,0,0,0,0,0,0,0,0,5,5,0,0,0
2114,3,0:13:14,21,350,1,0,NULL,0,1,4,2,2,,4648,NULL,11,0,11,0,0,3,0,3,0,0,1,0,1,0,0,7,0,7,0,0
2119,5,0:47:55,40,350,1,0,NULL,0,3,5,2,7,,735,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
2120,6,0:05:58,6,350,1,0,NULL,0,0,2,0,7,,1498,NULL,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
2122,7,0:26:31,27,350,1,0,NULL,0,3,5,4,7,,763,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2124,7,0:08:35,9,1144,1,0.1785714328,NULL,0,1,2,0,7,,1967,NULL,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2130,8,0:02:46,6,350,1,0,NULL,0,0,1,0,5,,161,NULL,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2143,4,0:18:02,10,1466,1,0,NULL,0,1,4,0,7,,2618,NULL,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0
2148,3,0:01:48,2,350,1,0,NULL,0,0,0,0,2,,427,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2171,5,2:09:23,116,350,1,0,NULL,0,5,7,4,7,,17906,16,41,5,36,0,0,1,0,1,0,0,2,0,2,0,0,38,5,33,0,0
2172,3,0:03:39,4,700,1,0.07142857462,717,1,0,0,0,0,,126,NULL,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2174,6,0:17:51,21,350,1,0,NULL,0,1,4,4,4,,217,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2177,3,0:01:48,1,350,1,0,NULL,0,0,2,0,0,,455,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2192,5,0:03:09,2,350,1,0,NULL,0,0,1,0,0,,532,NULL,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
2209,4,0:15:03,3,350,1,0,NULL,0,1,4,0,0,,2373,NULL,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2224,3,0:10:10,4,800,1,0,739,1,2,3,0,2,,532,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2230,4,0:18:36,15,350,1,0,NULL,0,2,5,3,4,,819,NULL,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0
2236,5,0:19:11,26,350,1,0,NULL,0,2,5,3,7,,3122,NULL,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0
2237,3,0:16:20,21,350,1,0,NULL,0,1,4,2,7,,4095,NULL,11,0,11,0,0,1,0,1,0,0,0,0,0,0,0,10,0,10,0,0
2240,3,0:11:34,11,350,1,0,NULL,0,1,4,2,2,,147,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2249,4,0:37:30,22,350,1,0,NULL,0,3,3,1,7,,1582,NULL,5,5,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,0,0,0
2256,3,0:15:14,15,350,1,0,NULL,0,1,3,1,7,,4837,NULL,7,0,7,0,0,0,0,0,0,0,2,0,2,0,0,5,0,5,0,0
2268,4,1:06:42,22,350,1,0,NULL,0,4,7,1,7,,21259,NULL,8,8,0,0,0,0,0,0,0,0,3,3,0,0,0,5,5,0,0,0
2274,6,0:42:10,37,2148,1,0.74999994,762,6,3,7,3,6,,2702,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2285,5,0:44:29,40,350,1,0,NULL,0,4,6,3,7,,6748,NULL,19,1,18,0,0,2,0,2,0,0,1,0,1,0,0,16,1,15,0,0
2303,8,0:24:05,26,350,1,0.5000000596,777,1,2,4,1,3,,1666,NULL,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0
2306,5,0:43:40,22,200,1,0.1428571492,778,1,2,4,2,6,,1092,NULL,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0
2310,6,0:14:09,9,350,1,0,NULL,0,1,3,0,2,,1645,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2316,7,0:13:47,12,350,1,0,NULL,0,1,3,2,1,,322,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2322,4,0:44:34,25,350,1,0,NULL,0,3,7,2,4,,1785,NULL,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
2323,6,0:36:41,18,350,1,0,NULL,0,3,5,2,4,,301,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2330,6,0:01:34,1,350,1,0,NULL,0,0,0,0,1,,175,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2339,8,1:15:15,70,1875,2,0.4000000656,794,5,3,6,0,7,,805,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2355,7,0:33:57,41,1974,1,0,NULL,0,3,7,7,2,,245,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2372,3,0:34:40,38,350,1,0,NULL,0,3,5,3,3,,2373,NULL,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0
2376,8,1:37:54,63,2350,1,0,814,1,6,7,5,7,,5376,NULL,7,2,5,0,0,1,0,1,0,0,1,0,1,0,0,5,2,3,0,0
2379,3,0:25:50,19,350,1,0,NULL,0,3,5,2,2,,434,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2396,8,0:02:25,6,350,1,0,NULL,0,2,5,0,2,,693,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2402,8,1:14:04,109,1199,3,0.166666672,828,3,2,5,5,5,,6300,NULL,19,1,18,0,0,5,0,5,0,0,1,0,1,0,0,13,1,12,0,0
2408,8,1:00:09,81,675,2,0.62499994,832,1,4,7,4,4,1,6363,NULL,7,0,7,0,0,0,0,0,0,0,1,0,1,0,0,6,0,6,0,0
2415,3,0:01:13,2,350,1,0,NULL,0,0,1,0,4,,315,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2429,8,0:36:23,76,2075,2,0.5250000358,NULL,0,3,7,7,7,1,987,NULL,5,0,5,0,0,1,0,1,0,0,0,0,0,0,0,4,0,4,0,0
2439,5,1:14:50,40,350,1,0,NULL,0,4,7,5,7,,8687,NULL,16,0,16,0,0,0,0,0,0,0,3,0,3,0,0,13,0,13,0,0
2440,4,0:02:01,3,350,1,0,NULL,0,0,2,0,2,,665,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2473,8,0:06:19,9,350,1,0,NULL,0,1,2,0,2,,812,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2476,5,0:49:00,22,350,1,0,868,1,0,2,1,2,,4235,NULL,9,0,9,0,0,1,0,1,0,0,1,0,1,0,0,7,0,7,0,0
2481,8,0:35:52,19,350,1,0,871,1,2,6,2,6,,2373,NULL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
2484,8,0:13:55,1,350,1,0,NULL,0,2,6,0,3,,1141,NULL,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2494,5,0:57:07,78,475,2,0.5500000119,880,1,0,1,1,2,,5411,NULL,13,0,13,0,0,0,0,0,0,0,1,0,1,0,0,12,0,12,0,0
2504,6,1:12:15,44,350,1,0,NULL,0,4,7,4,7,,1141,NULL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2512,3,0:01:30,1,350,1,0,NULL,0,0,0,0,0,,301,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2516,8,0:52:46,78,1250,2,0.400000066,890,3,3,2,2,4,,4543,NULL,17,0,17,0,0,3,0,3,0,0,0,0,0,0,0,14,0,14,0,0
2518,8,0:13:03,6,350,1,0,NULL,0,1,4,0,3,,4998,NULL,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2519,3,0:15:47,28,350,1,0,NULL,0,1,3,2,2,,1582,NULL,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0
2528,6,0:11:37,20,350,1,0,NULL,0,1,2,1,6,,2149,NULL,5,5,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,0,0,0
2536,3,0:07:53,8,350,1,0,900,1,0,2,0,5,,2359,NULL,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0
2537,6,0:01:56,1,350,1,0,NULL,0,1,3,0,1,,245,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2543,5,0:19:26,16,350,1,0,905,1,2,5,0,3,,3444,NULL,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0
2546,6,0:48:34,17,350,1,0,NULL,0,3,7,3,4,,798,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2559,8,0:10:22,1,350,1,0,NULL,0,1,4,0,0,,924,NULL,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2561,6,0:38:55,58,1315,2,0.150000006,914,3,3,6,5,2,1,133,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2584,6,0:27:40,25,350,1,0,NULL,0,2,3,2,7,,791,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2595,6,0:07:14,12,350,1,0,NULL,0,0,2,0,2,,2436,NULL,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
2598,5,0:03:33,1,350,1,0,NULL,0,0,0,0,0,,280,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2603,5,0:12:31,13,350,1,0,NULL,0,0,0,0,0,,2562,NULL,7,0,7,0,0,0,0,0,0,0,1,0,1,0,0,6,0,6,0,0
2611,8,0:49:33,41,350,1,0,NULL,0,3,7,4,7,,1869,NULL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
2616,3,0:10:46,11,350,1,0,NULL,0,1,2,1,2,,343,NULL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
2618,3,0:01:10,2,350,1,0,NULL,0,0,0,0,2,,189,NULL,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2638,7,0:09:53,2,350,1,0,NULL,0,3,3,0,7,,875,NULL,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
2649,3,1:18:17,84,350,1,0,NULL,0,4,7,7,7,,10066,NULL,23,7,16,0,0,1,0,1,0,0,0,0,0,0,0,22,7,15,0,0
2651,3,0:35:37,39,350,1,0,NULL,0,3,6,3,7,,7784,NULL,18,7,11,0,0,0,0,0,0,0,1,0,1,0,0,17,7,10,0,0
2654,4,0:02:35,1,350,1,0,NULL,0,0,1,0,0,,497,NULL,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2656,7,0:10:09,4,350,1,0,NULL,0,1,3,0,4,,2009,NULL,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2658,8,0:39:56,71,1650,2,0.4250000715,967,4,3,6,4,7,1,1267,NULL,5,0,5,0,0,2,0,2,0,0,0,0,0,0,0,3,0,3,0,0
2662,7,0:38:29,56,1685,2,0.125,969,3,2,6,4,7,,1960,NULL,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
2669,4,1:07:58,46,350,1,0,NULL,0,0,2,0,0,,4998,NULL,8,0,8,0,0,2,0,2,0,0,1,0,1,0,0,5,0,5,0,0
2682,8,0:30:45,18,350,1,0,NULL,0,3,4,1,7,,2401,NULL,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0
2684,8,0:42:02,55,350,1,0,NULL,0,3,7,7,7,,1211,NULL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
2695,4,0:24:28,30,350,1,0,NULL,0,3,3,3,3,,3017,NULL,8,0,8,0,0,2,0,2,0,0,0,0,0,0,0,6,0,6,0,0
2698,5,0:07:20,5,350,1,0,NULL,0,0,2,0,1,,1680,NULL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
2700,5,0:11:46,6,350,1,0,NULL,0,0,0,0,0,,238,NULL,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2713,3,0:11:12,9,350,1,0,NULL,0,1,3,1,7,,1470,NULL,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
2719,8,0:15:53,19,350,1,0,NULL,0,1,4,1,3,,3353,NULL,9,0,9,0,0,2,0,2,0,0,0,0,0,0,0,7,0,7,0,0
2734,6,2:11:57,133,1628,3,0.6666666865,1009,4,6,7,4,7,2,3794,NULL,11,10,0,0,0,4,4,0,0,0,0,0,0,0,0,7,6,0,0,0
2757,3,0:09:49,27,350,1,0.5357143,1021,1,1,2,1,4,,2695,NULL,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0
2770,7,0:05:25,1,425,1,0,NULL,0,1,3,0,0,,966,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2776,8,0:12:32,18,350,1,0,NULL,0,1,3,2,2,,1260,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2797,6,0:04:19,5,350,1,0,NULL,0,0,2,0,2,,182,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2809,4,0:49:03,55,350,1,0,NULL,0,2,6,5,3,,3647,NULL,8,0,8,0,0,2,0,2,0,0,0,0,0,0,0,6,0,6,0,0
2811,7,0:17:43,9,561,1,0.03571428731,1049,1,1,4,1,3,,1715,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2821,8,0:54:03,56,350,1,0,NULL,0,3,6,5,4,,6363,NULL,13,0,13,0,0,2,0,2,0,0,1,0,1,0,0,10,0,10,0,0
2862,5,0:01:20,1,350,1,0,NULL,0,0,0,0,0,,273,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2863,3,0:02:07,1,350,1,0,NULL,0,0,0,0,0,,0,NULL,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,3,0:22:10,30,350,1,0,NULL,0,2,5,4,7,,4396,NULL,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
2879,4,0:31:10,33,350,1,0,NULL,0,3,7,4,7,,1778,NULL,8,0,8,0,0,5,0,5,0,0,0,0,0,0,0,3,0,3,0,0
2881,4,0:50:38,42,1923,1,0,NULL,0,3,6,4,7,,595,NULL,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
2892,3,0:06:11,10,350,1,0,NULL,0,0,2,1,2,,182,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2896,7,0:59:10,82,2374,2,0.6499999,1097,6,4,6,3,7,1,2114,NULL,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0
2899,4,0:41:54,44,350,1,0,NULL,0,3,6,4,3,,749,NULL,4,0,4,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0
2903,8,0:20:57,16,350,1,0,NULL,0,2,3,2,7,,574,NULL,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
2905,7,0:10:31,4,350,1,0,NULL,0,1,2,0,6,,1393,NULL,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2907,3,0:46:35,33,350,1,0,NULL,0,3,6,4,7,,5068,NULL,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0
2919,3,0:12:38,29,350,1,0,NULL,0,1,2,2,7,,1995,NULL,11,0,11,0,0,6,0,6,0,0,0,0,0,0,0,5,0,5,0,0
2934,3,0:09:51,36,350,1,0.7142856717,NULL,0,0,2,2,4,,2485,NULL,10,0,10,0,0,1,0,1,0,0,0,0,0,0,0,9,0,9,0,0
2950,3,0:08:56,16,0,1,0.3214286,1126,1,0,2,1,7,,1911,NULL,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,0,0,0
2957,7,0:14:07,20,525,1,0.321428597,1130,1,1,3,2,2,,567,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2973,8,0:12:13,20,450,1,0.321428597,1137,1,1,2,0,3,,420,NULL,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2977,3,0:41:57,65,1825,2,0.175000012,1139,5,3,7,4,7,1,8148,NULL,18,7,11,0,0,1,0,1,0,0,1,0,1,0,0,16,7,9,0,0
2982,3,0:58:02,63,350,2,0,1142,1,4,7,4,4,1,9765,NULL,16,0,16,0,0,1,0,1,0,0,0,0,0,0,0,15,0,15,0,0
2985,3,0:02:30,1,350,1,0,NULL,0,0,1,0,1,,161,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3002,7,0:03:52,2,350,1,0,NULL,0,0,1,0,2,,399,NULL,2,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3005,5,0:31:32,37,350,1,0,NULL,0,2,4,3,7,,3451,NULL,15,1,14,0,0,2,0,2,0,0,1,0,1,0,0,12,1,11,0,0
3006,5,0:10:04,11,350,1,0,NULL,0,1,2,0,4,,1904,NULL,4,0,4,0,0,0,0,0,0,0,1,0,1,0,0,3,0,3,0,0
3012,4,0:34:07,31,350,1,0,NULL,0,3,5,1,7,,5180,NULL,10,6,4,0,0,2,2,0,0,0,2,0,2,0,0,6,4,2,0,0
3021,7,0:12:31,1,350,1,0,1165,1,1,4,0,1,,2478,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3023,3,0:26:39,30,350,1,0,NULL,0,2,6,4,7,,840,NULL,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
